"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"Giro d'Italia",1940,"Stage 18 | Ortisei - Trente","18",18,"Road race",1940-06-07,"Ortisei","Trente",NA,186,NA,NA,712,32.026,NA,NA,NA
"Giro d'Italia",1940,"Stage 19 | Trente - Verona","19",19,"Road race",1940-06-08,"Trente","Verona",NA,149,NA,NA,712,29.983,"? km solo","Solo",NA
"Giro d'Italia",1940,"Stage 20 | Verona - Milano","20",20,"Road race",1940-06-09,"Verona","Milano",NA,180,NA,NA,712,31.049,NA,NA,NA
"Giro d'Italia",1946,"Stage 1 | Milano - Torino","1",1,"Road race",1946-06-15,"Milano","Torino",NA,185,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 2 | Torino - Genua","2",2,"Road race",1946-06-16,"Torino","Genua",NA,190,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 3 | Genua - Montecatini Terme","3",3,"Road race",1946-06-17,"Genua","Montecatini Terme",NA,222,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 4a (ITT) | Montecatini Terme - Prato","4a",4,"ITT",1946-06-18,"Montecatini Terme","Prato",NA,40,NA,NA,374,NA,"Time trial","Time trial",NA
"Giro d'Italia",1946,"Stage 4b | Prato - Bologna","4b",5,"Road race",1946-06-18,"Prato","Bologna",NA,112,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 5a | Bologna - Cesena","5a",6,"Road race",1946-06-19,"Bologna","Cesena",NA,80,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 5b | Cesena - Ancona","5b",7,"Road race",1946-06-19,"Cesena","Ancona",NA,128,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 6 | Ancona - Chieti","6",8,"Road race",1946-06-21,"Ancona","Chieti",NA,170,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 7 | Chieti - Napoli","7",9,"Road race",1946-06-22,"Chieti","Napoli",NA,244,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 8 | Napoli - Roma","8",10,"Road race",1946-06-24,"Napoli","Roma",NA,226,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 9 | Roma - Perugia","9",11,"Road race",1946-06-25,"Roma","Perugia",NA,191,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 10 | Perugia - Firenze","10",12,"Road race",1946-06-26,"Perugia","Firenze",NA,165,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 11 | Firenze - Rovigo","11",13,"Road race",1946-06-27,"Firenze","Rovigo",NA,245,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 12 | Rovigo - Trieste","12",14,"Road race",1946-06-28,"Rovigo","Trieste",NA,139,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 13 | Udine - Auronzo di Cadore","13",15,"Road race",1946-06-30,"Udine","Auronzo di Cadore",NA,125,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 14 | Auronzo di Cadore - Bassano del Grappa","14",16,"Road race",1946-07-01,"Auronzo di Cadore","Bassano del Grappa",NA,203,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 15 | Bassano del Grappa - Trente","15",17,"Road race",1946-07-03,"Bassano del Grappa","Trente",NA,186,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 16a | Verona - Mantua","16a",18,"Road race",1946-07-04,"Verona","Mantua",NA,72,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 16b | Trente - Verona","16b",19,"Road race",1946-07-04,"Trente","Verona",NA,90,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1946,"Stage 17 | Mantua - Milano","17",20,"Road race",1946-07-06,"Mantua","Milano",NA,176,NA,NA,374,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 1 | Milano - Torino","1",1,"Road race",1947-05-24,"Milano","Torino",NA,190,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 2 | Torino - Genua","2",2,"Road race",1947-05-25,"Torino","Genua",NA,206,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 3 | Genua - Reggio Emilia","3",3,"Road race",1947-05-26,"Genua","Reggio Emilia",NA,220,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 4 | Reggio Emilia - Prato","4",4,"Road race",1947-05-27,"Reggio Emilia","Prato",NA,190,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 5a | Prato - Bagni di Casciana","5a",5,"Road race",1947-05-28,"Prato","Bagni di Casciana",NA,84,NA,NA,667,40.58,NA,NA,NA
"Giro d'Italia",1947,"Stage 5b | Bagni di Casciana - Firenze","5b",6,"Road race",1947-05-28,"Bagni di Casciana","Firenze",NA,141,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 6 | Firenze - Perugia","6",7,"Road race",1947-05-30,"Firenze","Perugia",NA,161,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 7 | Perugia - Roma","7",8,"Road race",1947-05-31,"Perugia","Roma",NA,240,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 8 (ITT) | Roma - Napoli","8",9,"ITT",1947-06-01,"Roma","Napoli",NA,231,NA,NA,667,NA,"Time trial","Time trial",NA
"Giro d'Italia",1947,"Stage 9 | Napoli - Bari","9",10,"Road race",1947-06-03,"Napoli","Bari",NA,288,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 10 | Bari - Foggia","10",11,"Road race",1947-06-04,"Bari","Foggia",NA,129,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 11 | Foggia - Pescara","11",12,"Road race",1947-06-05,"Foggia","Pescara",NA,223,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 12 | Pescara - Cesenatico","12",13,"Road race",1947-06-07,"Pescara","Cesenatico",NA,267,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 13 | Cesenatico - Padua","13",14,"Road race",1947-06-08,"Cesenatico","Padua",NA,175,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 14 | Padua - Vittorio Veneto","14",15,"Road race",1947-06-09,"Padua","Vittorio Veneto",NA,132,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 15 | Vittorio Veneto - Pieve di Cadore","15",16,"Road race",1947-06-10,"Vittorio Veneto","Pieve di Cadore",NA,200,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 16 | Pieve di Cadore - Trente","16",17,"Road race",1947-06-12,"Pieve di Cadore","Trente",NA,194,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 17 | Trente - Brescia","17",18,"Road race",1947-06-13,"Trente","Brescia",NA,114,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 18 | Brescia - Lugano","18",19,"Road race",1947-06-14,"Brescia","Lugano",NA,180,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1947,"Stage 19 | Lugano - Milano","19",20,"Road race",1947-06-15,"Lugano","Milano",NA,278,NA,NA,667,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 1 | Milano - Torino","1",1,"Road race",1948-05-15,"Milano","Torino",NA,190,NA,NA,614,39.075,"? km solo","Solo",NA
"Giro d'Italia",1948,"Stage 2 | Torino - Genua","2",2,"Road race",1948-05-16,"Torino","Genua",NA,226,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 3 | Genua - Parma","3",3,"Road race",1948-05-17,"Genua","Parma",NA,243,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 4 | Parma - Viareggio","4",4,"Road race",1948-05-18,"Parma","Viareggio",NA,266,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 5 | Viareggio - Siena","5",5,"Road race",1948-05-20,"Viareggio","Siena",NA,165,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 6 | Siena - Roma","6",6,"Road race",1948-05-21,"Siena","Roma",NA,240,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 7 | Roma - Pescara","7",7,"Road race",1948-05-22,"Roma","Pescara",NA,230,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 8 | Pescara - Bari","8",8,"Road race",1948-05-23,"Pescara","Bari",NA,347,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 9 | Bari - Napoli","9",9,"Road race",1948-05-25,"Bari","Napoli",NA,306,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 10 | Napoli - Fiuggi","10",10,"Road race",1948-05-26,"Napoli","Fiuggi",NA,187,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 11 | Fiuggi - Perugia","11",11,"Road race",1948-05-27,"Fiuggi","Perugia",NA,265,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 12 | Perugia - Firenze","12",12,"Road race",1948-05-29,"Perugia","Firenze",NA,169,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 13 | Firenze - Bologna","13",13,"Road race",1948-05-30,"Firenze","Bologna",NA,194,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 14 | Bologna - Udine","14",14,"Road race",1948-05-31,"Bologna","Udine",NA,278,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 15 | Udine - Auronzo di Cadore","15",15,"Road race",1948-06-01,"Udine","Auronzo di Cadore",NA,125,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 16 | Auronzo di Cadore - Cortina d'Ampezzo","16",16,"Road race",1948-06-03,"Auronzo di Cadore","Cortina d'Ampezzo",NA,80,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 17 | Cortina d'Ampezzo - Trente","17",17,"Road race",1948-06-04,"Cortina d'Ampezzo","Trente",NA,160,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 18 | Trente - Brescia","18",18,"Road race",1948-06-05,"Trente","Brescia",NA,239,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1948,"Stage 19 | Brescia - Milano","19",19,"Road race",1948-06-06,"Brescia","Milano",NA,231,NA,NA,614,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 1 | Palermo - Catania","1",1,"Road race",1949-05-21,"Palermo","Catania",NA,261,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 2 | Catania - Messina","2",2,"Road race",1949-05-22,"Catania","Messina",NA,163,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 3 | Villa San Giovanni - Cosenza","3",3,"Road race",1949-05-23,"Villa San Giovanni","Cosenza",NA,214,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 4 | Cosenza - Salerno","4",4,"Road race",1949-05-24,"Cosenza","Salerno",NA,292,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 5 | Salerno - Napoli","5",5,"Road race",1949-05-26,"Salerno","Napoli",NA,161,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 6 | Napoli - Roma","6",6,"Road race",1949-05-27,"Napoli","Roma",NA,233,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 7 | Roma - Pesaro","7",7,"Road race",1949-05-28,"Roma","Pesaro",NA,298,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 8 | Pesaro - Venizia","8",8,"Road race",1949-05-29,"Pesaro","Venizia",NA,273,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 9 | Venizia - Udine","9",9,"Road race",1949-05-31,"Venizia","Udine",NA,249,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 10 | Udine - Bassano del Grappa","10",10,"Road race",1949-06-01,"Udine","Bassano del Grappa",NA,294,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 11 | Bassano del Grappa - Bolzano","11",11,"Road race",1949-06-02,"Bassano del Grappa","Bolzano",NA,237,NA,NA,618,28.81,NA,NA,NA
"Giro d'Italia",1949,"Stage 12 | Bolzano - Modena","12",12,"Road race",1949-06-04,"Bolzano","Modena",NA,253,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 13 | Modena - Montecatini Terme","13",13,"Road race",1949-06-05,"Modena","Montecatini Terme",NA,160,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 14 | Montecatini Terme - Genua","14",14,"Road race",1949-06-06,"Montecatini Terme","Genua",NA,228,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 15 | Genua - San Remo","15",15,"Road race",1949-06-07,"Genua","San Remo",NA,136,NA,NA,618,35.442,NA,NA,NA
"Giro d'Italia",1949,"Stage 16 | San Remo - Cuneo","16",16,"Road race",1949-06-08,"San Remo","Cuneo",NA,190,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1949,"Stage 17 | Cuneo - Pinerolo","17",17,"Road race",1949-06-09,"Cuneo","Pinerolo",NA,254,5781,192,618,NA,"192 km solo","Solo",192
"Giro d'Italia",1949,"Stage 18 (ITT) | Pinerolo - Turino","18",18,"ITT",1949-06-11,"Pinerolo","Turino",NA,65,NA,NA,618,NA,"Time trial","Time trial",NA
"Giro d'Italia",1949,"Stage 19 | Turino - Monza","19",19,"Road race",1949-06-12,"Turino","Monza",NA,267,NA,NA,618,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 1 | Milano - Salsomaggiore Terme","1",1,"Road race",1950-05-24,"Milano","Salsomaggiore Terme",NA,225,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 2 | Salsomaggiore Terme - Firenze","2",2,"Road race",1950-05-25,"Salsomaggiore Terme","Firenze",NA,245,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 3 | Firenze - Livorno","3",3,"Road race",1950-05-26,"Firenze","Livorno",NA,148,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 4 | Livorno - Genua","4",4,"Road race",1950-05-27,"Livorno","Genua",NA,216,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 5 | Genua - Turino","5",5,"Road race",1950-05-28,"Genua","Turino",NA,245,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 6 | Turino - Locarno","6",6,"Road race",1950-05-29,"Turino","Locarno",NA,220,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 7 | Locarno - Brescia","7",7,"Road race",1950-05-31,"Locarno","Brescia",NA,293,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 8 | Brescia - Vicenza","8",8,"Road race",1950-06-01,"Brescia","Vicenza",NA,214,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 9 | Vicenza - Bolzano","9",9,"Road race",1950-06-02,"Vicenza","Bolzano",NA,271,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 10 | Bolzano - Milano","10",10,"Road race",1950-06-04,"Bolzano","Milano",NA,291,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 11 | Milano - Ferrara","11",11,"Road race",1950-06-05,"Milano","Ferrara",NA,251,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 12 | Ferrara - Rimini","12",12,"Road race",1950-06-06,"Ferrara","Rimini",NA,144,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 13 | Rimini - Arezzo","13",13,"Road race",1950-06-07,"Rimini","Arezzo",NA,244,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 14 | Arezzo - Perugia","14",14,"Road race",1950-06-08,"Arezzo","Perugia",NA,185,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 15 | Perugia - L'Aquila","15",15,"Road race",1950-06-10,"Perugia","L'Aquila",NA,185,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 16 | L'Aquila - Campobasso","16",16,"Road race",1950-06-11,"L'Aquila","Campobasso",NA,203,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 17 | Campobasso - Napoli","17",17,"Road race",1950-06-12,"Campobasso","Napoli",NA,167,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1950,"Stage 18 | Napoli - Roma","18",18,"Road race",1950-06-13,"Napoli","Roma",NA,230,NA,NA,1218,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 1 | Milano - Turino","1",1,"Road race",1951-05-19,"Milano","Turino",NA,202,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 2 | Turino - Alassio","2",2,"Road race",1951-05-20,"Turino","Alassio",NA,202,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 3 | Alassio - Genua","3",3,"Road race",1951-05-21,"Alassio","Genua",NA,252,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 4 | Genua - Firenze","4",4,"Road race",1951-05-22,"Genua","Firenze",NA,252,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 5 | Firenze - Perugia","5",5,"Road race",1951-05-23,"Firenze","Perugia",NA,192,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 6 (ITT) | Perugia - Terni","6",6,"ITT",1951-05-25,"Perugia","Terni",NA,83,NA,NA,1010,NA,"Time trial","Time trial",NA
"Giro d'Italia",1951,"Stage 7 | Terni - Roma","7",7,"Road race",1951-05-26,"Terni","Roma",NA,273,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 8 | Roma - Napoli","8",8,"Road race",1951-05-27,"Roma","Napoli",NA,234,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 9 | Napoli - Foggia","9",9,"Road race",1951-05-28,"Napoli","Foggia",NA,181,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 10 | Foggia - Pescara","10",10,"Road race",1951-05-29,"Foggia","Pescara",NA,311,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 11 | Pescara - Rimini","11",11,"Road race",1951-05-31,"Pescara","Rimini",NA,246,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 12 (ITT) | Rimini - San Marino","12",12,"ITT",1951-06-01,"Rimini","San Marino",NA,24,NA,NA,1010,NA,"Time trial","Time trial",NA
"Giro d'Italia",1951,"Stage 13 | Rimini - Bologna","13",13,"Road race",1951-06-02,"Rimini","Bologna",NA,249,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 14 | Bologna - Brescia","14",14,"Road race",1951-06-03,"Bologna","Brescia",NA,220,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 15 | Brescia - Venizia","15",15,"Road race",1951-06-04,"Brescia","Venizia",NA,188,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 16 | Venizia - Trieste","16",16,"Road race",1951-06-05,"Venizia","Trieste",NA,176,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 17 | Trieste - Cortina d'Ampezzo","17",17,"Road race",1951-06-07,"Trieste","Cortina d'Ampezzo",NA,255,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 18 | Cortina  - Bolzano","18",18,"Road race",1951-06-08,"Cortina","Bolzano",NA,244,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 19 | Bolzano - Sankt Moritz","19",19,"Road race",1951-06-09,"Bolzano","Sankt Moritz",NA,165,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1951,"Stage 20 | Sankt Moritz - Milano","20",20,"Road race",1951-06-10,"Sankt Moritz","Milano",NA,172,NA,NA,1010,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 1 | Milano - Bologna","1",1,"Road race",1952-05-17,"Milano","Bologna",NA,217,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 2 | Bologna - Montecatini Terme","2",2,"Road race",1952-05-18,"Bologna","Montecatini Terme",NA,197,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 3 | Montecatini Terme - Siena","3",3,"Road race",1952-05-19,"Montecatini Terme","Siena",NA,205,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 4 | Siena - Roma","4",4,"Road race",1952-05-20,"Siena","Roma",NA,250,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 5 (ITT) | Roma - Rocca di Papa","5",5,"ITT",1952-05-22,"Roma","Rocca di Papa",NA,35,NA,NA,1323,NA,"Time trial","Time trial",NA
"Giro d'Italia",1952,"Stage 6 | Roma - Napoli","6",6,"Road race",1952-05-23,"Roma","Napoli",NA,234,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 7 | Napoli - Roccaraso","7",7,"Road race",1952-05-24,"Napoli","Roccaraso",NA,149,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 8 | Roccaraso - Ancona","8",8,"Road race",1952-05-25,"Roccaraso","Ancona",NA,224,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 9 | Ancona - Riccione","9",9,"Road race",1952-05-26,"Ancona","Riccione",NA,250,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 10 | Riccione - Venizia","10",10,"Road race",1952-05-27,"Riccione","Venizia",NA,285,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 11 | Venizia - Bolzano","11",11,"Road race",1952-05-29,"Venizia","Bolzano",NA,276,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 12 | Bolzano - Bergamo","12",12,"Road race",1952-05-30,"Bolzano","Bergamo",NA,226,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 13 | Bergamo - Como","13",13,"Road race",1952-05-31,"Bergamo","Como",NA,143,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 14 (ITT) | Erba - Como","14",14,"ITT",1952-06-01,"Erba","Como",NA,65,NA,NA,1323,NA,"Time trial","Time trial",NA
"Giro d'Italia",1952,"Stage 15 | Como - Genua","15",15,"Road race",1952-06-02,"Como","Genua",NA,247,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 16 | Genua - San Remo","16",16,"Road race",1952-06-03,"Genua","San Remo",NA,141,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 17 | San Remo - Cuneo","17",17,"Road race",1952-06-05,"San Remo","Cuneo",NA,190,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 18 | Cuneo - Saint-Vincent","18",18,"Road race",1952-06-06,"Cuneo","Saint-Vincent",NA,190,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 19 | Saint-Vincent - Verbania","19",19,"Road race",1952-06-07,"Saint-Vincent","Verbania",NA,298,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1952,"Stage 20 | Verbania - Milano","20",20,"Road race",1952-06-08,"Verbania","Milano",NA,147,NA,NA,1323,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 1 | Milano - Abano Terme","1",1,"Road race",1953-05-12,"Milano","Abano Terme",NA,263,NA,NA,1229,39.73,NA,NA,NA
"Giro d'Italia",1953,"Stage 2 | Abano Terme - Rimini","2",2,"Road race",1953-05-13,"Abano Terme","Rimini",NA,278,NA,NA,1229,35.64,NA,NA,NA
"Giro d'Italia",1953,"Stage 3 | Rimini - San Benedetto del Tronto","3",3,"Road race",1953-05-14,"Rimini","San Benedetto del Tronto",NA,182,NA,NA,1229,35.99,NA,NA,NA
"Giro d'Italia",1953,"Stage 4 | San Benedetto del Tronto - Roccaraso","4",4,"Road race",1953-05-15,"San Benedetto del Tronto","Roccaraso",NA,171,NA,NA,1229,31.8,NA,NA,NA
"Giro d'Italia",1953,"Stage 5 | Roccaraso - Napoli","5",5,"Road race",1953-05-16,"Roccaraso","Napoli",NA,149,NA,NA,1229,37.05,NA,NA,NA
"Giro d'Italia",1953,"Stage 6 | Napoli - Roma","6",6,"Road race",1953-05-17,"Napoli","Roma",NA,285,NA,NA,1229,34.59,NA,NA,NA
"Giro d'Italia",1953,"Stage 7 | Roma - Grosseto","7",7,"Road race",1953-05-18,"Roma","Grosseto",NA,178,NA,NA,1229,34.06,NA,NA,NA
"Giro d'Italia",1953,"Stage 8 (ITT) | Grosseto - Follonica","8",8,"ITT",1953-05-18,"Grosseto","Follonica",NA,48.5,NA,NA,1229,40.407,"Time trial","Time trial",NA
"Giro d'Italia",1953,"Stage 9 | Follonica - Pisa","9",9,"Road race",1953-05-20,"Follonica","Pisa",NA,114,NA,NA,1229,38.1,NA,NA,NA
"Giro d'Italia",1953,"Stage 10 | Pisa - Modena","10",10,"Road race",1953-05-21,"Pisa","Modena",NA,189,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 11 (ITT) | Modena - Modena","11",11,"ITT",1953-05-22,"Modena","Modena",NA,30,NA,NA,1229,NA,"Time trial","Time trial",NA
"Giro d'Italia",1953,"Stage 12 | Modena - Genua","12",12,"Road race",1953-05-24,"Modena","Genua",NA,278,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 13 | Genua - Bordighera","13",13,"Road race",1953-05-25,"Genua","Bordighera",NA,256,NA,NA,1229,29.82,NA,NA,NA
"Giro d'Italia",1953,"Stage 14 | Bordighera - Torino","14",14,"Road race",1953-05-26,"Bordighera","Torino",NA,242,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 15 | Turino - San Pellegrino Terme","15",15,"Road race",1953-05-27,"Turino","San Pellegrino Terme",NA,232,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 16 | San Pellegrino Terme - Riva del Garda","16",16,"Road race",1953-05-28,"San Pellegrino Terme","Riva del Garda",NA,279,NA,NA,1229,32.52,NA,NA,NA
"Giro d'Italia",1953,"Stage 17 | Riva del Garda - Vicenza","17",17,"Road race",1953-05-29,"Riva del Garda","Vicenza",NA,166,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 18 | Vicenza - Auronzo di Cadore","18",18,"Road race",1953-05-30,"Vicenza","Auronzo di Cadore",NA,186,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 19 | Auronzo di Cadore - Bolzano","19",19,"Road race",1953-05-31,"Auronzo di Cadore","Bolzano",NA,164,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 20 | Bolzano - Bormio","20",20,"Road race",1953-06-01,"Bolzano","Bormio",NA,125,NA,NA,1229,NA,NA,NA,NA
"Giro d'Italia",1953,"Stage 21 | Bormio - Milano","21",21,"Road race",1953-06-02,"Bormio","Milano",NA,220,NA,NA,1229,NA,NA,NA,NA
